ax_s,ay_s,az_s,gx_s,gy_s,gz_s,A_s,G_s
0.7969,-0.2188,0.5781,-10.7422,23.4375,13.6719,1.0085,29.1827
0.75,-0.2344,0.5156,-9.7656,19.5312,12.6953,0.9398,25.2588
0.7812,-0.2344,0.5,-7.8125,20.5078,12.6953,0.9567,25.353
0.6406,-0.25,0.5312,-6.8359,23.4375,11.7188,0.869,27.0809
0.6406,-0.2656,0.4531,-1.9531,23.4375,9.7656,0.8284,25.4656
0.7656,-0.3125,0.6406,0.0,22.4609,6.8359,1.0461,23.4782
0.7812,-0.3438,0.7344,0.0,26.3672,6.8359,1.126,27.2389
0.7188,-0.4062,0.8594,-0.9766,26.3672,7.8125,1.1917,27.5176
0.6562,-0.4844,0.8438,0.0,20.5078,5.8594,1.1735,21.3284
0.6562,-0.5156,0.9062,0.9766,15.625,3.9062,1.232,16.1355
0.6094,-0.5,0.9375,0.9766,11.7188,1.9531,1.2248,11.9205
0.5312,-0.4688,0.9062,0.0,6.8359,0.0,1.1503,6.8359
0.5469,-0.4531,0.9375,0.9766,0.9766,0.0,1.1761,1.3811
0.5312,-0.3906,0.8125,0.0,-0.9766,0.0,1.0464,0.9766
0.4844,-0.3594,0.7656,0.0,-1.9531,0.0,0.9747,1.9531
0.4688,-0.3438,0.7344,0.0,-5.8594,-0.9766,0.9366,5.9402
0.5156,-0.3281,0.7344,0.0,-7.8125,-0.9766,0.9554,7.8733
0.5156,-0.2969,0.7188,0.0,-10.7422,-1.9531,0.9331,10.9183
0.5625,-0.3125,0.7344,0.0,-11.7188,-2.9297,0.9764,12.0794
0.6406,-0.3125,0.7812,0.9766,-13.6719,-3.9062,1.0575,14.2525
0.6719,-0.3438,0.7812,0.9766,-16.6016,-5.8594,1.0862,17.6323
0.75,-0.3594,0.8594,1.9531,-18.5547,-6.8359,1.1959,19.8701
0.8281,-0.3594,0.8438,2.9297,-20.5078,-6.8359,1.2357,21.8148
0.8906,-0.3594,0.8438,3.9062,-22.4609,-7.8125,1.2784,24.0995
0.8906,-0.3281,0.8281,4.8828,-24.4141,-8.7891,1.2596,26.4033
0.9375,-0.2969,0.7656,4.8828,-29.2969,-9.7656,1.2463,31.2653
0.9688,-0.3125,0.7656,3.9062,-32.2266,-11.7188,1.2737,34.5129
0.9531,-0.2656,0.7656,2.9297,-38.0859,-13.6719,1.2511,40.5714
1.0156,-0.2812,0.5938,0.0,-54.6875,-15.625,1.2096,56.8759
1.0938,-0.2656,0.6406,-5.8594,-67.3828,-20.5078,1.2951,70.6778
1.2031,-0.2188,0.625,-15.625,-83.0078,-27.3438,1.3733,88.7813
1.0156,-0.0938,0.5312,-23.4375,-95.7031,-30.2734,1.15,103.0771
1.0312,0.2344,0.4219,-35.1562,124.0234,-11.7188,1.1386,129.4415
1.2812,0.25,0.1875,-51.7578,124.0234,-0.9766,1.3188,134.3936
1.4219,-0.0938,-0.7812,-11.7188,-6.8359,-31.25,1.6251,34.0679
1.2656,-0.0312,-1.0,9.7656,-25.3906,-33.2031,1.6133,42.9243
1.2656,-0.0781,-0.25,-20.5078,-76.1719,-27.3438,1.2924,83.489
0.9219,-0.1875,0.0469,-10.7422,-46.875,-28.3203,0.9419,55.8095
0.7344,-0.2812,-0.3906,-8.7891,-36.1328,-26.3672,0.8781,45.5857
0.875,-0.1406,-0.2969,-13.6719,-65.4297,-32.2266,0.9346,74.2059
0.7969,-0.2188,-0.0156,-22.4609,-66.4062,-39.0625,0.8265,80.2506
0.5781,-0.3438,-0.4062,-26.3672,-47.8516,-39.0625,0.7858,67.1631
0.5625,0.0312,-0.8438,-33.2031,-37.1094,-42.9688,1.0145,65.7713
0.4844,-0.2812,-0.0625,-9.7656,-59.5703,-48.8281,0.5636,77.6413
0.0,-0.3281,0.2812,-22.4609,-73.2422,-56.6406,0.4322,95.2737
-0.1875,0.3438,0.1719,-30.2734,-71.2891,-43.9453,0.4276,89.0494
-0.7188,0.8906,-0.4688,-15.625,-72.2656,-26.3672,1.2367,78.4964
-0.9219,1.0156,-0.2188,-11.7188,-74.2188,-20.5078,1.389,77.8866
-1.0312,0.4531,-0.1719,4.8828,-67.3828,-20.5078,1.1394,70.6035
-1.3125,0.3125,-0.125,1.9531,-57.6172,-34.1797,1.355,67.0209
-1.3906,0.3125,-0.1094,-6.8359,-49.8047,-33.2031,1.4295,60.2469
-0.9375,0.4219,-0.2031,-5.8594,-63.4766,-36.1328,1.0479,73.2747
-0.5156,0.1562,-0.125,0.0,-71.2891,-37.1094,0.5531,80.3694
-0.5469,0.2344,0.2344,0.0,-74.2188,-31.25,0.6395,80.5294
-0.7031,0.0469,0.4844,0.0,-77.1484,-32.2266,0.8551,83.6088
-1.7656,-0.1562,1.3438,-68.3594,124.0234,-93.75,2.2243,169.8349
-0.6562,-0.2656,0.9688,-32.2266,124.0234,-78.125,1.1999,150.0796
0.1719,-0.7188,0.4844,-11.7188,-69.3359,-38.0859,0.8836,79.9709
-0.6875,-0.4375,1.2188,-4.8828,-92.7734,-24.4141,1.4661,96.0562
-0.3594,-0.1875,1.2969,-9.7656,-67.3828,-24.4141,1.3587,72.3316
-0.4062,-0.2969,0.875,-30.2734,-28.3203,-20.5078,1.0094,46.2503
-0.0156,-0.5938,0.8438,-30.2734,-25.3906,-16.6016,1.0318,42.8576
-0.6562,-0.4375,1.1875,-22.4609,-14.6484,-14.6484,1.4256,30.5556
-0.5,-0.7188,1.3594,-14.6484,-22.4609,-15.625,1.6169,31.0356
-0.4531,-0.7344,1.3594,-11.7188,-23.4375,-14.6484,1.6101,30.0204
-0.1875,-0.7188,1.1875,-10.7422,-22.4609,-13.6719,1.4007,28.4044
0.0781,-0.9688,1.2656,-6.8359,-21.4844,-11.7188,1.5957,25.4094
-0.2344,-0.4688,1.0312,-0.9766,-20.5078,-10.7422,1.1568,23.1715
-0.25,-0.4375,0.9062,-0.9766,-18.5547,-8.7891,1.0369,20.5543
0.1562,-0.5469,1.0469,-1.9531,-20.5078,-12.6953,1.1914,24.1983
-0.125,-0.5156,0.9688,-1.9531,-16.6016,-9.7656,1.1045,19.3596
-0.0469,-0.5156,0.9062,-2.9297,-17.5781,-10.7422,1.0437,20.8079
0.0938,-0.5469,0.9375,-2.9297,-19.5312,-10.7422,1.0894,22.4822
0.1094,-0.5469,0.8125,-4.8828,-20.5078,-10.7422,0.9855,23.6602
0.0781,-0.4531,0.8125,-4.8828,-25.3906,-11.7188,0.9336,28.3876
0.1094,-0.4375,0.7344,-3.9062,-29.2969,-11.7188,0.8618,31.7946
0.1875,-0.4219,0.7031,-3.9062,-30.2734,-12.6953,0.8411,33.0592
0.2812,-0.4219,0.75,-1.9531,-27.3438,-11.7188,0.9053,29.8132
0.3125,-0.4531,0.8125,-0.9766,-26.3672,-11.7188,0.9814,28.8706
0.3281,-0.4844,0.8438,0.0,-25.3906,-12.6953,1.0267,28.3876
0.3594,-0.5156,0.8438,0.0,-25.3906,-14.6484,1.0521,29.3131
0.4219,-0.5469,0.875,1.9531,-25.3906,-16.6016,1.1148,30.3992
0.4375,-0.5625,0.9219,0.9766,-23.4375,-17.5781,1.1652,29.3131
0.4844,-0.5469,0.8594,0.0,-22.4609,-16.6016,1.1279,27.9304
0.625,-0.5938,0.7969,0.0,-18.5547,-14.6484,1.174,23.6401
0.5938,-0.5469,0.7812,0.0,-16.6016,-11.7188,1.1234,20.3209
0.7031,-0.5,0.7812,0.0,-12.6953,-8.7891,1.1639,15.4408
0.7188,-0.4844,0.6719,0.0,-11.7188,-6.8359,1.0966,13.5668
0.7188,-0.4375,0.5781,2.9297,-9.7656,-6.8359,1.0209,12.2752
0.6875,-0.3281,0.5469,1.9531,-7.8125,-5.8594,0.9378,9.959
0.6562,-0.2344,0.5,0.0,-5.8594,-3.9062,0.8577,7.0421
0.6719,-0.25,0.5625,0.0,0.9766,-0.9766,0.9112,1.3811
0.6562,-0.25,0.5312,0.0,6.8359,0.9766,0.8806,6.9053
0.625,-0.25,0.5156,1.9531,13.6719,2.9297,0.8479,14.118
0.5469,-0.2656,0.5938,0.0,19.5312,4.8828,0.8498,20.1324
0.5469,-0.3281,0.5938,0.0,18.5547,4.8828,0.8714,19.1864
0.5625,-0.3906,0.6875,0.9766,19.5312,5.8594,0.9704,20.4146
0.5312,-0.4062,0.75,0.0,18.5547,5.8594,1.0049,19.4579
0.4844,-0.4062,0.7656,0.0,15.625,5.8594,0.9929,16.6875
0.4844,-0.4375,0.8281,-1.9531,14.6484,6.8359,1.0544,16.2826
0.4531,-0.4531,0.8125,-3.9062,13.6719,7.8125,1.0348,16.2239
0.4062,-0.4219,0.7188,-5.8594,12.6953,8.7891,0.9272,16.5152
0.4219,-0.4375,0.75,-6.8359,13.6719,8.7891,0.9653,17.6323
0.3906,-0.4375,0.7969,-5.8594,14.6484,9.7656,0.9894,18.5547
0.3281,-0.4531,0.7812,-6.8359,16.6016,10.7422,0.9609,20.9222
0.2969,-0.5156,0.8281,-6.8359,16.6016,10.7422,1.0197,20.9222
0.2812,-0.5469,0.8438,-5.8594,17.5781,11.7188,1.0441,21.9238
0.2344,-0.5469,0.7812,-4.8828,19.5312,12.6953,0.982,23.8009
0.1562,-0.5312,0.7812,-3.9062,20.5078,12.6953,0.9576,24.4336
0.1719,-0.6094,0.875,-1.9531,18.5547,11.7188,1.08,22.0323
0.1094,-0.6406,0.9062,0.0,19.5312,10.7422,1.1152,22.2905
0.0312,-0.625,0.9062,0.0,17.5781,9.7656,1.1013,20.1087
0.0,-0.5312,0.8438,-0.9766,16.6016,9.7656,0.9971,19.2856
-0.0469,-0.5781,0.8906,-3.9062,16.6016,9.7656,1.0628,19.6529
-0.0781,-0.6719,1.1094,0.9766,13.6719,8.7891,1.2993,16.2826
-0.0312,-0.6406,1.0469,1.9531,14.6484,9.7656,1.2277,17.7132
-0.0938,-0.5938,1.0156,1.9531,15.625,9.7656,1.1802,18.529
0.0,-0.6562,0.9219,3.9062,22.4609,12.6953,1.1316,26.0945
-0.1094,-0.6719,1.0,7.8125,22.4609,13.6719,1.2097,27.4308
-0.0781,-0.6719,1.0781,8.7891,25.3906,12.6953,1.2727,29.717
-0.125,-0.7969,1.0938,9.7656,39.0625,16.6016,1.359,43.5529
-0.2656,-0.8438,1.0312,16.6016,54.6875,25.3906,1.3587,62.5381
-0.25,-0.8906,1.0781,20.5078,79.1016,49.8047,1.4206,95.6981
-0.4219,-0.625,0.9531,19.5312,97.6562,71.2891,1.2153,122.4759
-0.3281,-0.3594,0.6719,31.25,124.0234,76.1719,0.8296,148.8641
-1.0469,-0.6094,0.4062,50.7812,113.2812,76.1719,1.2776,145.6487
-1.2812,-0.5156,0.6875,27.3438,118.1641,64.4531,1.5428,137.3486
-2.0,0.3594,-0.0156,-14.6484,97.6562,72.2656,2.0321,122.3668
-1.5312,0.5781,-0.1719,3.9062,51.7578,50.7812,1.6458,72.6145
-0.9062,-0.0469,0.2344,34.1797,49.8047,43.9453,0.9372,74.6991
-0.8594,0.0625,0.4688,46.875,65.4297,43.9453,0.9809,91.7033
-1.1875,0.3906,0.2812,40.0391,98.6328,49.8047,1.2813,117.5247
-1.3438,0.4688,0.125,30.2734,115.2344,51.7578,1.4286,129.9012
-1.125,0.3594,0.0312,36.1328,112.3047,59.5703,1.1814,132.1611
-0.7969,0.1719,0.0938,44.9219,123.0469,59.5703,0.8206,143.8997
-0.5469,0.0938,0.1875,47.8516,124.0234,50.7812,0.5857,142.3036
-0.1875,0.0,0.1562,50.7812,117.1875,42.9688,0.2441,134.7515
0.0781,-0.1719,0.125,43.9453,75.1953,32.2266,0.2264,92.8659
0.2344,-0.2031,0.0781,23.4375,23.4375,8.7891,0.3198,34.2911
0.375,-0.1406,0.0156,15.625,-6.8359,9.7656,0.4008,19.6529
0.7188,-0.0781,-0.1094,8.7891,-16.6016,13.6719,0.7312,23.2332
1.0469,-0.2188,-0.3906,-48.8281,19.5312,1.9531,1.1386,52.6258
1.8281,-0.0625,-0.3594,-48.8281,81.0547,54.6875,1.8642,109.2921
1.3438,-0.4531,-0.1719,48.8281,88.8672,52.7344,1.4285,114.2912
1.0938,-0.5781,-0.0156,9.7656,67.3828,47.8516,1.2372,83.2201
1.0312,-0.6875,0.0938,3.9062,80.0781,41.0156,1.2429,90.0558
1.5156,-0.9844,0.75,46.875,124.0234,16.6016,1.9567,133.6214
1.2812,-0.1719,0.1719,11.7188,97.6562,0.0,1.3041,98.3569
0.8281,0.1875,-0.1094,-23.4375,84.9609,34.1797,0.8561,94.53
1.1562,-0.7188,0.8125,10.7422,103.5156,25.3906,1.5855,107.1241
0.7969,-0.0938,1.3438,18.5547,88.8672,17.5781,1.5651,92.4697
1.0469,-0.375,0.7188,4.8828,31.25,8.7891,1.3241,32.8276
1.0156,-0.5312,0.7969,4.8828,40.0391,12.6953,1.396,42.2864
1.0938,-0.75,0.875,-3.9062,41.0156,15.625,1.5888,44.0645
0.7812,-0.5312,0.7188,-4.8828,34.1797,16.6016,1.1871,38.3106
0.7188,-0.5469,0.8594,-0.9766,22.4609,12.6953,1.2467,25.819
0.6719,-0.4688,0.875,-3.9062,19.5312,11.7188,1.1987,23.1097
0.6094,-0.3906,0.7656,-7.8125,18.5547,13.6719,1.0536,24.3358
0.4531,-0.2969,0.5312,-10.7422,22.4609,16.6016,0.7587,29.9249
0.2969,-0.4375,0.5312,-7.8125,25.3906,17.5781,0.7495,31.8545
0.4531,-0.4219,0.5781,-1.9531,23.4375,17.5781,0.8471,29.3619
0.3906,-0.3906,0.5469,0.9766,30.2734,18.5547,0.7773,35.5206
0.375,-0.375,0.75,5.8594,30.2734,15.625,0.9186,34.5681
0.3906,-0.5625,0.9062,7.8125,30.2734,13.6719,1.1359,34.1238
0.2969,-0.625,1.0156,8.7891,30.2734,10.7422,1.2289,33.3035
0.2344,-0.7031,1.1719,7.8125,27.3438,8.7891,1.3866,29.7651
0.1406,-0.7031,1.1562,6.8359,23.4375,6.8359,1.3605,25.353
0.0156,-0.625,1.0938,4.8828,20.5078,4.8828,1.2598,21.6392
0.0,-0.5625,1.0625,2.9297,13.6719,2.9297,1.2022,14.2859
0.0,-0.5625,1.0,1.9531,8.7891,0.9766,1.1473,9.0563
0.0,-0.4531,0.8281,0.0,5.8594,0.9766,0.944,5.9402
0.0,-0.4531,0.8281,0.9766,3.9062,0.0,0.944,4.0265
0.0,-0.3906,0.7812,0.9766,1.9531,0.0,0.8735,2.1837
0.0469,-0.3594,0.75,0.0,0.0,0.0,0.833,0.0
0.0625,-0.3594,0.7344,0.9766,0.0,0.0,0.82,0.9766
0.0469,-0.3594,0.7656,0.0,-0.9766,0.0,0.8471,0.9766
0.0469,-0.4375,0.8594,0.0,-1.9531,-0.9766,0.9655,2.1837
0.0469,-0.4219,0.7188,-0.9766,-0.9766,-0.9766,0.8347,1.6915
0.0469,-0.4375,0.7812,0.0,0.0,0.0,0.8966,0.0
0.0,-0.5,0.9375,0.0,-1.9531,0.0,1.0625,1.9531
0.1094,-0.5469,1.0,-0.9766,-4.8828,-0.9766,1.145,5.0744
0.1406,-0.5312,0.9375,0.0,-3.9062,-0.9766,1.0867,4.0265
0.0781,-0.5,0.9844,0.0,-5.8594,-1.9531,1.1068,6.1763
0.0781,-0.5156,1.0156,-0.9766,-6.8359,-1.9531,1.1417,7.1762
0.0938,-0.5156,1.0156,-1.9531,-8.7891,-2.9297,1.1429,9.4681
0.1094,-0.4844,0.9062,-0.9766,-11.7188,-4.8828,1.0334,12.7328
0.1875,-0.4688,0.8594,-0.9766,-13.6719,-5.8594,0.9967,14.9066
0.2031,-0.5,0.9531,0.0,-15.625,-6.8359,1.0953,17.0549
0.2344,-0.5,0.9844,0.9766,-18.5547,-8.7891,1.1287,20.5543
0.2656,-0.4844,0.9062,0.9766,-19.5312,-8.7891,1.0614,21.4399
0.2656,-0.4844,0.9531,1.9531,-21.4844,-9.7656,1.1016,23.6804
0.5156,-0.6562,1.0469,0.9766,-22.4609,-9.7656,1.3388,24.5115
0.4375,-0.5469,0.9844,0.0,-21.4844,-8.7891,1.2081,23.2126
0.4531,-0.4844,0.9844,1.9531,-23.4375,-8.7891,1.187,25.1073
0.4688,-0.4531,0.9688,2.9297,-27.3438,-9.7656,1.1677,29.1827
0.5,-0.4062,0.9219,2.9297,-31.25,-10.7422,1.1247,33.1744
0.5781,-0.4062,0.9688,2.9297,-37.1094,-11.7188,1.1991,39.0259
0.6875,-0.4375,0.8906,0.0,-43.9453,-13.6719,1.2072,46.0229
0.7812,-0.4688,0.8438,-2.9297,-48.8281,-14.6484,1.2418,51.0622
0.7031,-0.5312,0.7344,-5.8594,-55.6641,-17.5781,1.1471,58.6669
0.7812,-0.4219,0.75,-4.8828,-66.4062,-22.4609,1.1623,70.2718
0.8125,-0.4688,0.6875,-5.8594,-82.0312,-28.3203,1.163,86.9799
0.7812,-0.3281,0.5156,-23.4375,-100.5859,-36.1328,0.9919,109.4186
0.875,-0.0938,0.3594,-33.2031,124.0234,-37.1094,0.9506,133.6464
1.3906,0.0,0.0469,-48.8281,124.0234,-28.3203,1.3914,136.2646
1.9219,0.0,-0.4844,-37.1094,-107.4219,-36.1328,1.982,119.2566
1.1562,-0.2344,-0.4531,-16.6016,-6.8359,-30.2734,1.2638,35.1969
0.6875,0.0,-0.5625,12.6953,-16.6016,-26.3672,0.8883,33.6454
0.8594,-0.0938,-0.4531,-3.9062,-43.9453,-29.2969,0.976,52.9599
1.125,-0.25,-0.2188,-19.5312,-59.5703,-34.1797,1.173,71.4027
1.0469,-0.3906,-0.1875,-25.3906,-60.5469,-36.1328,1.133,74.9412
0.9531,-0.3125,-0.3594,-14.6484,-51.7578,-37.1094,1.0655,65.3495
1.1406,-0.2969,-0.1875,-14.6484,-52.7344,-38.0859,1.1934,66.6786
0.9219,-0.1875,-0.1562,-22.4609,-51.7578,-41.0156,0.9536,69.7542
0.5312,-0.1406,-0.3281,-24.4141,-29.2969,-41.0156,0.6401,56.0057
0.1875,0.0,-0.2656,-13.6719,-47.8516,-46.875,0.3251,68.3664
0.0625,-0.2656,0.2812,-24.4141,-71.2891,-51.7578,0.3919,91.4169
-0.2969,0.0,0.2031,-45.8984,-90.8203,-60.5469,0.3597,118.41
-0.875,1.0,-0.4219,-17.5781,-76.1719,-40.0391,1.3941,87.8309
-1.5156,1.25,-0.2344,-13.6719,-54.6875,-21.4844,1.9785,60.326
-1.6719,1.3281,-0.2656,-5.8594,-46.875,-23.4375,2.1517,52.7344
-1.1094,0.4688,-0.4531,2.9297,-75.1953,-29.2969,1.2868,80.7541
-0.5625,0.0,-0.2812,0.0,-53.7109,-39.0625,0.6289,66.4134
-0.4531,-0.0312,0.0,-5.8594,-45.8984,-31.25,0.4542,55.8351
-0.5469,0.2969,-0.0156,-5.8594,-60.5469,-27.3438,0.6225,66.6929
-0.6875,0.3438,0.0938,-5.8594,-73.2422,-30.2734,0.7743,79.4684
-0.8281,0.3438,0.25,-2.9297,-81.0547,-30.2734,0.9308,86.5732
-0.9688,0.1406,0.3281,11.7188,-71.2891,-26.3672,1.0324,76.907
-1.0625,-0.0312,0.5469,12.6953,-55.6641,-30.2734,1.1954,64.6231
-1.3125,-0.1875,1.0312,-14.6484,-118.1641,-55.6641,1.6797,131.4375
-0.5781,-0.1875,0.8438,-63.4766,-110.3516,-65.4297,1.0399,143.1355
0.0,-0.375,0.0312,-37.1094,-67.3828,-48.8281,0.3763,91.1139
-0.5312,-0.2656,1.0781,-19.5312,-92.7734,-35.1562,1.2309,101.1155
-0.5312,-0.4219,1.2656,-21.4844,-49.8047,-24.4141,1.436,59.4822
-0.5469,-0.4062,1.0781,-22.4609,-20.5078,-16.6016,1.2753,34.6508
-0.6406,-0.3281,0.9844,-13.6719,-19.5312,-12.6953,1.2195,27.0104
-0.5781,-0.4844,1.1406,-13.6719,-25.3906,-14.6484,1.3674,32.3447
-0.4688,-0.5312,1.1719,-15.625,-21.4844,-12.6953,1.3694,29.443
-0.4375,-0.4531,1.0625,-14.6484,-19.5312,-11.7188,1.2352,27.0809
-0.375,-0.5312,0.9844,-10.7422,-21.4844,-11.7188,1.1798,26.7264
-0.4062,-0.5156,0.9531,-5.8594,-21.4844,-10.7422,1.1573,24.7246
0.1406,-0.9531,1.3594,-5.8594,-23.4375,-11.7188,1.6662,26.851
0.2344,-0.6875,1.0781,-4.8828,-23.4375,-11.7188,1.3,26.655
0.2969,-0.6562,1.0312,-3.9062,-23.4375,-11.7188,1.2579,26.4935
0.2031,-0.625,0.9844,-3.9062,-24.4141,-11.7188,1.1836,27.3612
0.5,-0.625,0.9062,-5.8594,-24.4141,-11.7188,1.2091,27.7075
0.5781,-0.6719,0.7344,-5.8594,-25.3906,-11.7188,1.1511,28.5718
-0.0312,-0.2812,0.7031,-4.8828,-25.3906,-11.7188,0.7579,28.3876
-0.2188,-0.2812,0.7969,-1.9531,-22.4609,-9.7656,0.8729,24.5698
0.1719,-0.4844,0.8125,-1.9531,-23.4375,-10.7422,0.9614,25.8559
0.2031,-0.5,0.7969,-0.9766,-21.4844,-9.7656,0.9624,23.6199
0.25,-0.5312,0.875,0.0,-19.5312,-8.7891,1.0537,21.4177
0.25,-0.5469,0.9375,-0.9766,-18.5547,-9.7656,1.1138,20.9904
0.25,-0.5469,0.9688,-0.9766,-16.6016,-9.7656,1.1402,19.2856
0.2344,-0.5781,0.9531,-1.9531,-13.6719,-9.7656,1.1391,16.9146
0.2812,-0.5156,0.8281,-0.9766,-11.7188,-9.7656,1.0153,15.2856
0.3438,-0.4219,0.6719,-2.9297,-7.8125,-6.8359,0.8646,10.7865
0.3438,-0.4688,0.8281,-3.9062,-0.9766,-1.9531,1.0118,4.4752
0.3906,-0.4688,0.8594,-5.8594,0.0,-0.9766,1.054,5.9402
0.375,-0.5,0.7344,-6.8359,-0.9766,0.0,0.9643,6.9053
0.5625,-0.5312,0.8594,-6.8359,0.0,1.9531,1.1564,7.1095
0.1406,-0.3594,0.7344,-6.8359,5.8594,4.8828,0.8296,10.2423
0.625,-0.6406,0.9375,-6.8359,4.8828,5.8594,1.2961,10.2423
0.4062,-0.5938,0.7969,-5.8594,4.8828,5.8594,1.0736,9.618
0.3438,-0.5781,0.75,-4.8828,5.8594,5.8594,1.0074,9.618
0.3594,-0.5938,0.7031,-2.9297,9.7656,5.8594,0.988,11.7594
0.25,-0.5625,0.7812,0.0,13.6719,6.8359,0.9946,15.2856
0.2344,-0.5781,0.7344,0.0,14.6484,6.8359,0.9636,16.165
0.1719,-0.5312,0.7656,0.0,15.625,6.8359,0.9476,17.0549
0.1562,-0.5312,0.625,1.9531,16.6016,7.8125,0.835,18.4516
0.0625,-0.5938,0.8125,4.8828,15.625,6.8359,1.0083,17.7401
0.0156,-0.6094,0.7969,5.8594,12.6953,5.8594,1.0033,15.1603
0.0312,-0.6406,0.75,7.8125,10.7422,4.8828,0.9869,14.1517
0.0781,-0.5781,0.75,9.7656,11.7188,5.8594,0.9502,16.341
0.0156,-0.5469,0.8281,9.7656,12.6953,5.8594,0.9925,17.0549
0.0,-0.5469,0.8906,9.7656,12.6953,5.8594,1.0451,17.0549
0.0,-0.5156,0.9062,10.7422,13.6719,6.8359,1.0427,18.6827
-0.0469,-0.5,0.9375,10.7422,14.6484,6.8359,1.0635,19.4088
-0.0469,-0.4844,0.9219,10.7422,14.6484,6.8359,1.0424,19.4088
-0.0781,-0.4375,0.9844,9.7656,14.6484,5.8594,1.08,18.5547
-0.125,-0.4531,1.0156,8.7891,13.6719,5.8594,1.1191,17.2772
-0.1719,-0.4375,1.0469,6.8359,12.6953,4.8828,1.1476,15.2231
-0.2188,-0.4531,1.0312,5.8594,10.7422,3.9062,1.1475,12.8447
-0.2344,-0.4844,1.0156,4.8828,10.7422,3.9062,1.1494,12.4296
-0.2344,-0.4062,0.8906,3.9062,9.7656,3.9062,1.0066,11.2198
-0.2188,-0.3594,0.7969,3.9062,9.7656,4.8828,0.9011,11.596
-0.2656,-0.3594,0.8281,3.9062,7.8125,4.8828,0.941,10.0068
-0.2656,-0.3281,0.8125,2.9297,6.8359,3.9062,0.9156,8.4007
-0.2812,-0.3281,0.8438,2.9297,4.8828,3.9062,0.948,6.9053
-0.2656,-0.3594,0.8906,1.9531,4.8828,3.9062,0.9965,6.551
-0.3125,-0.375,0.9531,1.9531,3.9062,3.9062,1.0709,5.8594
-0.3125,-0.4062,0.9531,1.9531,3.9062,3.9062,1.0822,5.8594
-0.2969,-0.375,0.9688,2.9297,3.9062,3.9062,1.0804,6.2531
-0.3281,-0.4062,0.9844,5.8594,3.9062,3.9062,1.1143,8.0529
-0.3594,-0.3906,1.0,7.8125,3.9062,3.9062,1.1321,9.5683
-0.4062,-0.3438,0.9688,9.7656,3.9062,4.8828,1.1053,11.596
