ax_s,ay_s,az_s,gx_s,gy_s,gz_s
0.5312,-1.3125,-0.7031,0,-12.6953,-3.9062
0.5469,-1.2188,-0.8438,-1.9531,-14.6484,-10.7422
0.1875,-0.9219,-0.5312,-0.9766,-23.4375,-6.8359
0.0312,-0.8125,-0.1562,5.8594,-6.8359,-7.8125
-0.0469,-0.8594,-0.2969,-4.8828,0.9766,-5.8594
0.1875,-1.2188,-0.6719,-12.6953,-0.9766,-1.9531
0.4219,-0.7656,0.2656,11.7188,2.9297,-0.9766
0,-0.8125,0.5469,18.5547,12.6953,0
-0.4375,-1.1562,-0.2812,15.625,-7.8125,5.8594
0.0938,-0.9531,0,10.7422,-2.9297,10.7422
0.3906,-0.9375,0.4375,11.7188,3.9062,10.7422
0.3125,-0.8594,0.2031,14.6484,-2.9297,11.7188
0.4062,-0.8906,0.1094,15.625,-0.9766,6.8359
0.1406,-1.0781,0.1406,15.625,-3.9062,0
0.1562,-1.1094,-0.0938,9.7656,-0.9766,1.9531
0.2031,-1.0312,0.0469,0.9766,3.9062,1.9531
0.2344,-1,0.2656,-0.9766,3.9062,2.9297
0.5312,-1.1719,0.0625,-7.8125,0.9766,4.8828
0.4844,-1.1094,-0.0312,-9.7656,-6.8359,2.9297
0.2969,-1.1094,-0.0938,-16.6016,-13.6719,1.9531
0.0312,-1.0312,0.0312,-25.3906,-18.5547,2.9297
-0.1094,-1.0469,0.1875,-31.25,-19.5312,5.8594
0,-1.0781,0.2969,-34.1797,-12.6953,2.9297
0.1406,-1.0312,0.3906,-30.2734,1.9531,-1.9531
0.2031,-1.0625,0.3125,-26.3672,18.5547,-5.8594
0.4062,-1.0312,-0.0781,-20.5078,23.4375,-9.7656
0.5312,-0.9375,-0.2188,-17.5781,4.8828,-11.7188
0.375,-0.9375,0,-12.6953,-19.5312,-13.6719
0.1719,-0.9531,0.2188,-11.7188,-5.8594,-13.6719
0.1094,-0.8906,0.2344,-9.7656,-19.5312,-14.6484
0.1094,-0.8125,0.1406,-7.8125,-19.5312,-14.6484
0.1094,-0.7969,0.1094,-3.9062,-12.6953,-14.6484
0.1094,-0.7812,0.0625,-2.9297,-18.5547,-10.7422
0.1406,-0.7031,0.0156,0,-20.5078,-9.7656
0.0781,-0.7031,0.0312,3.9062,-18.5547,-6.8359
0,-0.6562,0,6.8359,-14.6484,-3.9062
0.0781,-0.75,-0.0781,9.7656,-8.7891,-0.9766
0.2344,-1,-0.2344,10.7422,-7.8125,0
0.4688,-1.25,-0.5625,7.8125,-15.625,0
0.625,-1.3594,-0.875,-2.9297,-23.4375,-4.8828
0.2344,-0.8594,-0.4531,-5.8594,-25.3906,-4.8828
-0.0625,-0.75,-0.1406,3.9062,-4.8828,-7.8125
0.0156,-0.75,-0.2344,0,8.7891,-6.8359
0.2188,-1.2656,-0.4219,-4.8828,10.7422,-3.9062
0.4844,-1.0938,0,4.8828,7.8125,0
0.2344,-0.6562,0.4688,3.9062,5.8594,-1.9531
-0.1719,-1.125,-0.2969,16.6016,-9.7656,1.9531
0.0312,-1,0.1094,7.8125,-3.9062,10.7422
0.2031,-0.9219,0.4219,11.7188,7.8125,11.7188
0.2031,-0.7812,0.2656,13.6719,-2.9297,13.6719
0.4844,-0.9062,0.125,12.6953,1.9531,10.7422
0.75,-0.9062,0.1094,14.6484,-5.8594,6.8359
0.5312,-0.9688,0.0781,18.5547,-16.6016,2.9297
0.1094,-1,0.0625,19.5312,-21.4844,0
-0.0625,-0.9688,0.0469,17.5781,-19.5312,-0.9766
-0.0625,-0.9375,0.0938,15.625,-11.7188,0
0.0625,-0.875,0.1406,13.6719,-2.9297,0.9766
0.2031,-0.8906,0.2344,13.6719,0.9766,1.9531
0.2656,-0.9219,0.2188,13.6719,0,2.9297
0.25,-0.9531,0.1875,10.7422,4.8828,1.9531
0.2344,-0.9375,0,9.7656,6.8359,2.9297
0.2812,-0.9219,-0.0469,8.7891,8.7891,1.9531
0.3438,-0.9219,0.1875,7.8125,5.8594,1.9531
0.2969,-0.9375,0.2969,13.6719,5.8594,0
0.2344,-1.0156,0.1562,19.5312,0,0
0.1875,-1.0625,-0.1094,16.6016,-1.9531,0.9766
0.1875,-1.0469,-0.0625,5.8594,0.9766,1.9531
0.25,-1.0156,0.1406,0,0.9766,2.9297
0.2344,-1.0156,0.1875,0,1.9531,2.9297
0.2031,-1.1094,0.0625,0,3.9062,3.9062
0.4219,-1.2188,0.0469,-3.9062,5.8594,4.8828
0.5781,-1.0938,0.0469,-7.8125,0,4.8828
0.3594,-1.0938,-0.0469,-7.8125,-8.7891,0.9766
0.2188,-1.1094,-0.0312,-15.625,-11.7188,1.9531
0.125,-1.0156,0.0312,-26.3672,-16.6016,4.8828
0.0156,-1,0,-36.1328,-17.5781,5.8594
0.0312,-1.0625,0.3125,-36.1328,-10.7422,0.9766
0.0312,-1.0938,0.4844,-29.2969,0,-3.9062
0.0156,-1.1562,0.4375,-22.4609,12.6953,-5.8594
0.1719,-1.0625,0.0781,-18.5547,19.5312,-7.8125
0.375,-0.9219,-0.0781,-18.5547,8.7891,-7.8125
0.3594,-0.9219,-0.0938,-14.6484,0,-9.7656
0.25,-0.875,0.1406,-10.7422,-4.8828,-9.7656
0.1719,-0.875,0.2344,-7.8125,-13.6719,-10.7422
0.0469,-0.8281,0.1719,-5.8594,-14.6484,-12.6953
0,-0.8125,0.1406,-2.9297,-6.8359,-11.7188
0.0312,-0.7969,0.0781,0,-7.8125,-9.7656
0.0625,-0.7344,0,1.9531,-11.7188,-7.8125
0.0781,-0.7656,-0.0156,4.8828,-16.6016,-4.8828
0.125,-0.8125,-0.125,7.8125,-14.6484,-2.9297
0.1562,-0.875,-0.1562,9.7656,-10.7422,-0.9766
0.2656,-1,-0.2344,4.8828,-7.8125,-0.9766
0.4062,-1.0938,-0.3281,1.9531,-5.8594,-3.9062
0.3594,-1.0938,-0.4688,0.9766,-10.7422,-5.8594
0.2344,-0.9219,-0.4531,-0.9766,-13.6719,-5.8594
0.1562,-0.8125,-0.1719,0.9766,-1.9531,-5.8594
0.2031,-0.7969,-0.0938,1.9531,4.8828,-6.8359
0.2344,-0.7188,-0.2031,0.9766,4.8828,-3.9062
0.2656,-0.9062,-0.2812,4.8828,0,0
0.4375,-1.4844,-0.3906,6.8359,-1.9531,0
0.7031,-1.1719,0.0625,11.7188,4.8828,-5.8594
0.0469,-0.875,0.375,4.8828,4.8828,-6.8359
-0.3281,-0.9688,-0.1875,6.8359,-12.6953,0.9766
-0.2656,-0.9219,0.0781,8.7891,-15.625,11.7188
-0.0938,-0.8906,0.3594,8.7891,-1.9531,13.6719
0.1875,-0.9062,0.4062,6.8359,10.7422,13.6719
0.5938,-0.9062,0.2344,9.7656,3.9062,11.7188
0.8906,-0.9219,0.0469,14.6484,0.9766,7.8125
0.5156,-0.9531,0.0156,18.5547,-6.8359,0
0.0312,-1,0.0156,16.6016,-13.6719,-1.9531
-0.0156,-0.9531,0.0625,11.7188,-7.8125,-0.9766
0.0469,-0.9219,0.0469,11.7188,-3.9062,0
0.1562,-0.8594,0.1094,8.7891,3.9062,0
0.2812,-0.8594,0.2031,8.7891,2.9297,0.9766
0.3125,-0.8906,0.1719,9.7656,0,0.9766
0.3125,-0.9531,0.0469,8.7891,0.9766,1.9531
0.2969,-0.9531,-0.0312,5.8594,3.9062,1.9531
0.2812,-0.9219,0,3.9062,6.8359,0.9766
0.2812,-0.9062,0.1875,4.8828,2.9297,0.9766
0.25,-0.9062,0.2656,9.7656,1.9531,0.9766
0.25,-0.9219,0.2031,13.6719,-0.9766,1.9531
0.25,-0.9688,0.0938,12.6953,-1.9531,1.9531
0.2188,-1.0156,0.125,7.8125,-1.9531,1.9531
0.1562,-1.0312,0.2188,5.8594,-1.9531,2.9297
0.1406,-1.0469,0.1406,3.9062,-1.9531,3.9062
0.1562,-1.0938,0.0625,0.9766,0.9766,3.9062
0.2031,-1.0625,0.0469,-0.9766,6.8359,3.9062
0.3281,-1.0156,0.125,-3.9062,8.7891,4.8828
0.4844,-1.1719,0.1094,-4.8828,6.8359,4.8828
0.5312,-1.125,0.0469,-6.8359,0,3.9062
0.375,-1.1094,-0.125,-7.8125,-8.7891,0.9766
0.2656,-1.0312,-0.1875,-15.625,-9.7656,1.9531
0.1094,-0.9531,0,-26.3672,-16.6016,4.8828
-0.0469,-1.0156,0.2656,-29.2969,-18.5547,6.8359
0.0781,-1.0156,0.3281,-28.3203,-13.6719,2.9297
0.1406,-1.0312,0.2969,-25.3906,-6.8359,0
0.1406,-1,0.25,-23.4375,3.9062,-4.8828
0.2656,-1.0469,0.0312,-18.5547,18.5547,-7.8125
0.3438,-0.9688,-0.0781,-14.6484,10.7422,-9.7656
0.3594,-0.9219,-0.0469,-8.7891,-5.8594,-10.7422
0.1406,-0.9062,0.1406,-7.8125,-9.7656,-10.7422
0.1094,-0.8906,0.1875,-6.8359,-9.7656,-10.7422
0.1406,-0.8438,0.0625,-6.8359,-7.8125,-11.7188
0.1562,-0.8438,0.0625,-1.9531,-6.8359,-12.6953
0.2344,-0.8281,0,0,-10.7422,-12.6953
0.2812,-0.8281,-0.0156,1.9531,-18.5547,-10.7422
0.2344,-0.8281,0,4.8828,-22.4609,-9.7656
0.1406,-0.8125,0.0156,4.8828,-21.4844,-6.8359
0.1406,-0.8281,-0.0312,5.8594,-16.6016,-4.8828
0.25,-0.875,-0.0938,5.8594,-16.6016,-2.9297
0.3281,-0.8906,-0.125,6.8359,-17.5781,-3.9062
0.2812,-0.9219,-0.2031,7.8125,-16.6016,-4.8828
0.1875,-0.9844,-0.25,7.8125,-17.5781,-3.9062
0.25,-1.0312,-0.2969,6.8359,-15.625,-2.9297
0.375,-1.0156,-0.2969,4.8828,-14.6484,-3.9062
0.4062,-0.9062,-0.2812,2.9297,-6.8359,-5.8594
0.3438,-0.8438,-0.1875,1.9531,-6.8359,-4.8828
0.2344,-0.875,-0.0938,3.9062,-12.6953,-1.9531
0.2812,-1.1719,-0.0156,7.8125,-5.8594,-0.9766
0.25,-1.1094,0.0625,9.7656,0,0
-0.0625,-1.0469,0.0469,2.9297,-2.9297,0.9766
-0.0312,-1.0781,-0.25,6.8359,-12.6953,5.8594
0,-0.9219,0.1406,7.8125,-11.7188,12.6953
0.2031,-0.9062,0.4062,4.8828,-10.7422,13.6719
